ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,Unnamed: 24,Unnamed: 25,DS_CATEGORIA_UNIDADE
68,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - AMA,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944.0,3807230.0,6135730.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
69,-46417847,-23564540,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - AMA,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,65567600.0,8421105.0,6135757.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
70,-46608202,-23587114,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI,DR-AMA","XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622.0,4211000.0,6133533.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
71,-46637560,-23651657,355030838000094,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-AMA","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366.0,4309011.0,6143261.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
72,-46430727,-23542382,355030847000085,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,GUAIANAZES I - AMA,"OSVALDO DE OLIVEIRA,PROF,AV,610",JD. HELENA,65578844.0,8420280.0,6135331.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
73,-46559831,-23588139,355030872000123,3550308005081,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,"HERMENEGILDO MORBIN JR,DR- JD INDEPENDENCIA AMA","PLANALTO DA CONQUISTA,R,80",JD. INDEPENDENCIA,62163746.0,3223170.0,6158471.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
74,-46493347,-23501684,355030828000090,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,HUMBERTO CERRUTI-AMA PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991.0,3822000.0,6135439.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
75,-46509202,-23621178,355030876000240,3550308005161,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,HUMBERTO GASTAO BODRA - AMA JD. ELBA,"BATISTA FERGUSIO,R,1016",V  CARDOSO FRANCO,67043491.0,3978180.0,6158463.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
76,-46589866,-23571284,355030853000067,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,"IGNACIO PROENCA DE GOUVEA,DR - AMA","VITOANTONIO DEL VECCHIO,R,151",MOOCA,20699923.0,3124070.0,6146295.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
77,-46608261,-23587215,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA - AMA,"XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622.0,4211000.0,6133533.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
78,-46738671,-23681333,355030846000056,3550308005222,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD ALFREDO-AMA,"DINAR,R,51",JD ALFREDO,55146355.0,4913120.0,6133541.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
79,-46769257,-23685234,355030843000155,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"GUAVIRITUBA,ESTR,49",V  SANTA LUCIA,58315665.0,4937000.0,3474674,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
80,-46576336,-23485505,355030892000003,3550308005069,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,JD BRASIL- AMA,"FRANCISCO PEIXOTO BIZERRA,R,400",JD BRASIL,22014101.0,2222010.0,6160824.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
81,-46491506,-23554330,355030824000018,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD BRASILIA-AMA,"OSVALDO VALLE CORDEIRO,AV,245",JD. BRASILIA,67439476.0,3584000.0,6136117.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
82,-46712124,-23771107,355030855000005,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-AMA,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589.0,4858550.0,6135846.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
83,-46408536,-23511853,355030884000192,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS - AMA,"CRESCENTE,R,97",COHAB NAZARE,61354034.0,8152090.0,6135811.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
84,-46789576,-23730480,355030843000220,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-AMA,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226.0,4960110.0,6133576.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
85,-46686264,-23741988,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-AMA,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157.0,4842150.0,6149758.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
86,-46452307,-23608385,355030833000073,3550308005306,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-AMA,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67342079.0,8343000.0,6135412.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
87,-46429597,-23603342,355030833000055,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-AMA,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252.0,8380460.0,6135889.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
88,-46379916,-23494881,355030836000113,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-AMA,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415.0,8122100.0,6136125.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
89,-46685406,-23455938,355030811000091,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD ELISA MARIA - AMA,"REMULO NALDI,R,1",JD ELISA MARIA,39810967.0,2873250.0,5882281.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
90,-46421214,-23529885,355030896000097,3550308005257,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ETELVINA-AMA,"MANOEL TEODORO XAVIER,R,138",JD ETELVINA,61351756.0,8430570.0,6135838.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
91,-46515914,-23591570,355030876000082,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD GRIMALDI-AMA,"PEDRO DE CASTRO VELHO,R,523",V BANCARIA,22168076.0,3921000.0,6144039.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
92,-46419176,-23478599,355030844000195,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-AMA,"KUMAKI AOKI,AV,785",JD. HELENA,65811661.0,8090370.0,6135994.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
93,-46704938,-23743565,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI - AMA,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.0,4837150.0,6149774.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
94,-46748695,-23445919,355030842000041,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JD IPANEMA - AMA PEDRO RAVARA,"PEDRO RAVARA,R,11A",JD. IPANEMA,39413457.0,5187300.0,6160832.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
95,-46509798,-23559758,355030824000147,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD ITAPEMA -AMA,"COSTEIRA,R,572",V.ARISI,67246146.0,3573010.0,6136087.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
96,-46595741,-23448567,355030881000135,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD JOAMAR - AMA,"ADALTO BEZERRA DELGADO,R,240",JD JOAMAR,29915308.0,2320110.0,6148395.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
97,-46673017,-23460263,355030811000302,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD LADEIRA ROSA-AMA,"JOSE DA COSTA GAVIAO,R,150",PQ. TIET-,38518818.0,2772000.0,6141706.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
98,-46643925,-23678053,355030822000169,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JD MIRIAM - AMA,"SANTO AFONSO,AV,419",JD. MIRIAM,56227869.0,4426000.0,6133479.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
99,-46695932,-23771089,355030830000341,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD MIRNA-AMA,"JUVENAL HUDSON FERREIRA,DR,R,13",JD. MIRNA,55262114.0,4856140.0,6149790.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
100,-46383921,-23510992,355030836000057,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-AMA,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802.0,8142000.0,6135447.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
101,-46479070,-23531063,355030805000068,3550308005146,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JD NORDESTE-AMA,"NICOLO TARTAGLIA,R,45",JD COIMBRA,62806211.0,3693050.0,6143164.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
102,-46702491,-23462876,355030829000162,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD PAULISTANO-AMA,"ENCRUZILHADA DO SUL,R, 220",JD PAULISTANO,39722916.0,2816010.0,6141714.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
103,-46731959,-23586132,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-AMA,"JOAO GUERRA,R,247",JD. PERI PERI,37420552.0,5535100.0,6156959.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
104,-46654242,-23463714,355030813000228,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JD PERI-AMA,"PERI RONCHETTI,AV,914",JD PERI,62318771.0,2633000.0,6148344.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
105,-46766027,-23630816,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA-AMA,"AMADEU DA SILVA SAMELO,R,423",JARDIM MARTINICA,58436257.0,5760140.0,6131670.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
106,-46391501,-23487081,355030844000156,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD ROMANO-AMA,"RIO MANOEL ALVES,R,57",ITAIM PAULISTA,65813737.0,8190450.0,6135870.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
107,-46783270,-23592156,355030865000001,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,JD S JORGE-AMA,"ANGELO APARECIDO DOS SANTOS DIAS,R,331",JD. SAO JORGE,37813817.0,5568090.0,6156967.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
108,-46743017,-23659403,355030846000093,3550308005224,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD S LUIZ-AMA,"LUIS ANTONIO VERNEY,R,98",JD. SAO LUIZ,55111153.0,5846380.0,6133525.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
109,-46442705,-23631626,355030875000102,3550308005278,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD STO ANDRE-AMA,"MIGUEL FERREIRA DE MELO,AV,497",S MATHEUS,27514339.0,8390000.0,6135862.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
110,-46491812,-23518051,355030864000015,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JD TRES MARIAS-AMA DR. MAURICIO Z.,"BRENO ACIOLI,R,440",V  SAO FRANCISCO,62804388.0,3676040.0,6135471.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
111,-46658855,-23673525,355030822000001,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JOAO YUNES - AMA,"LUIS VIVES,R,85",V JOANIZA,56220844.0,4404150.0,6133487.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
112,-46516773,-23499804,355030818000026,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,"JOSE PIRES,DR(ENG GOULART)-AMA","AUGUSTO CORREIA LEITE,R,538",ENG  GOULART,66217402.0,3726100.0,6143180.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
113,-46727089,-23484117,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,"JOSE SOARES HUNGRIA,DR -  AMA PIRITUBA","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000.0,2945000.0,6146341.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
114,-46398396,-23565202,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-AMA","UTARO KANAI,R,286",COHAB PRESID. JUSCELINO,65554474.0,8465000.0,6135978.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
115,-46641340,-23474762,355030851000016,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,LAUSANE PAULISTA-AMA,"VALORBE,R,80",LAUZANE PTA,62318619.0,2442140.0,6148352.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
116,-46438874,-23540016,355030847000100,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,"LUCY UDAKIRI,DRA (JOSE BONIFACIO III) - AMA","SILVIO BARBINI,R,40",COHAB JOSE BONIFACIO,69446086.0,8250650.0,6135900.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
117,-46486454,-23544372,355030805000008,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-AMA","FRANCISCO DE TOLEDO,PE,AV,545",COHAB PADRE M. DA NOBREGA,67417296.0,3590120.0,6143172.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
118,-46655108,-23486165,355030821000079,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MASSAGISTA MARIO AMERICO - AMA,"OSCAR DE MOURA LACERDA,ENG,R,231",IMIRIM,62391561.0,2540070.0,6148360.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
119,-46505721,-23517253,355030864000068,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,"MATHEUS SANTAMARIA,DR (JD POPULAR) - AMA","JAMES TORRES,AV,600",JD. POPULAR,27916421.0,3670010.0,6135463.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
120,-46550415,-23526151,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"GERMANO,FREI,R,50",PENHA,61975802.0,3604050.0,5268125.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
121,-46494531,-23598225,355030873000125,3550308005207,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,OSCAR PEREIRA DA SILVA  - AMA,"ENGENHO NOVO,AV,120",JD. TIETE,69623644.0,3943020.0,6136109.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
122,-46435159,-23526871,355030837000214,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARADA XV DE NOVEMBRO-AMA,"IBIAJARA,R,804",ITAQUERA,62860017.0,8250110.0,6135919.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
123,-46718678,-23617574,355030883000160,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAISOPOLIS - AMA,"SILVEIRA SAMPAIO,R,660",VILA ANDRADE,,,6728626.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
124,-46726602,-23829632,355030855000022,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-AMA,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860.0,4890430.0,6135927.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
125,-46620487,-23525505,355030856000007,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI - AMA,"OLARIAS,DAS,R,503",CANINDE,32270081.0,3030020.0,6135935.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
126,-46794837,-23601401,355030865000211,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-AMA,"VATICANO,AV,69",JD. JOAO XXIII,37820838.0,5569120.0,6157025.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
127,-46756881,-23408918,355030861000019,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-AMA,"JOAO GONCALVES DE LIMA,VIG,PCA,239",PERUS,39170707.0,5206180.0,6146333.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
128,-46787208,-23430851,355030803000014,3550308005241,3,ANHANGUERA,1,PERUS,Norte,Norte 1,PQ ANHANGUERA - AMA,"ANHANGUERA,ROD KM 24,5/PIERRE RENOIR,100",JD. BRITANIA,39166375.0,5259000.0,6146317.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
129,-46609987,-23648697,355030868000186,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PQ BRISTOL-AMA,"FRANCOIS BUNEL,R,194",PQ BRISTOL,63313089.0,4193310.0,6133584.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
130,-46647972,-23696777,355030858000197,3550308005214,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,PQ DOROTEIA-AMA,"ANIQUIS,DOS,R,3",JD. STA TEREZINHA,55600890.0,4474000.0,6133495.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
131,-46791828,-23675312,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-AMA,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632.0,5888070.0,6131662.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
